scientific_name,longitude,latitude,gbif_id,locality,occurrence_status,individual_count,year,basis_of_record,institution_code
Brachyramphus marmoratus,-122.299545,37.238426,278262682,Butano South Fork SF5,PRESENT,NA,1994,HUMAN_OBSERVATION,CLO
Brachyramphus marmoratus,-122.299545,37.238426,278262225,Butano South Fork SF5,PRESENT,2,1994,HUMAN_OBSERVATION,CLO
Brachyramphus marmoratus,-122.299545,37.238426,272176748,Butano South Fork SF5,PRESENT,2,1994,HUMAN_OBSERVATION,CLO
Brachyramphus marmoratus,-122.299545,37.238426,272149110,Butano South Fork SF5,PRESENT,NA,1994,HUMAN_OBSERVATION,CLO
Brachyramphus marmoratus,-122.3168,37.24068,579302678,Butano Main Stem BS3,PRESENT,NA,1994,HUMAN_OBSERVATION,CLO
Brachyramphus marmoratus,-122.3168,37.24068,579302300,Butano Main Stem BS3,PRESENT,NA,1994,HUMAN_OBSERVATION,CLO
Brachyramphus marmoratus,-122.30504,37.241158,579313530,Butano South Fork D9,PRESENT,NA,1995,HUMAN_OBSERVATION,CLO
Brachyramphus marmoratus,-122.30504,37.241158,579311140,Butano South Fork D9,PRESENT,1,1995,HUMAN_OBSERVATION,CLO
Brachyramphus marmoratus,-122.30504,37.241158,579311139,Butano South Fork D9,PRESENT,NA,1995,HUMAN_OBSERVATION,CLO
Brachyramphus marmoratus,-122.30504,37.241158,579309249,Butano South Fork D9,PRESENT,1,1995,HUMAN_OBSERVATION,CLO
Brachyramphus marmoratus,-122.30504,37.241158,278202149,Butano South Fork D9,PRESENT,8,1994,HUMAN_OBSERVATION,CLO
Brachyramphus marmoratus,-122.30504,37.241158,272149107,Butano South Fork D9,PRESENT,NA,1994,HUMAN_OBSERVATION,CLO
Brachyramphus marmoratus,-122.31234,37.24164,579302091,Butano Main Stem BS4,PRESENT,NA,1994,HUMAN_OBSERVATION,CLO
Brachyramphus marmoratus,-122.311005,37.24263,579304351,Butano Main Stem BS5,PRESENT,NA,1994,HUMAN_OBSERVATION,CLO
Brachyramphus marmoratus,-122.311005,37.24263,579302679,Butano Main Stem BS5,PRESENT,NA,1994,HUMAN_OBSERVATION,CLO
Brachyramphus marmoratus,-122.311005,37.24263,579302232,Butano Main Stem BS5,PRESENT,NA,1994,HUMAN_OBSERVATION,CLO
Brachyramphus marmoratus,-122.29264,37.24492,579541370,Butano North Fork 9,PRESENT,2,2001,HUMAN_OBSERVATION,CLO
Brachyramphus marmoratus,-122.214615,37.247242,580942062,Portola SP - Owl SR 3,PRESENT,2,2011,HUMAN_OBSERVATION,CLO
Brachyramphus marmoratus,-122.292206,37.24642,579538120,Butano North Fork 22,PRESENT,2,2001,HUMAN_OBSERVATION,CLO
Brachyramphus marmoratus,-122.28946,37.249283,579539000,Butano North Fork 21,PRESENT,2,2001,HUMAN_OBSERVATION,CLO
Brachyramphus marmoratus,-122.218956,37.250412,957706185,Portola SP - swimming hole,PRESENT,4,2013,HUMAN_OBSERVATION,CLO
Brachyramphus marmoratus,-122.21962,37.251686,278090097,Portola SP - HQ area,PRESENT,3,2009,HUMAN_OBSERVATION,CLO
Brachyramphus marmoratus,-122.31105,37.25076,579304265,Dearborn Creek P5,PRESENT,1,1994,HUMAN_OBSERVATION,CLO
Brachyramphus marmoratus,-122.31105,37.25076,579302364,Dearborn Creek P5,PRESENT,NA,1994,HUMAN_OBSERVATION,CLO
Brachyramphus marmoratus,-122.31105,37.25076,278259638,Dearborn Creek P5,PRESENT,NA,1993,HUMAN_OBSERVATION,CLO
Brachyramphus marmoratus,-122.31105,37.25076,278236197,Dearborn Creek P5,PRESENT,NA,1993,HUMAN_OBSERVATION,CLO
Brachyramphus marmoratus,-122.31105,37.25076,278189266,Dearborn Creek P5,PRESENT,3,1993,HUMAN_OBSERVATION,CLO
Brachyramphus marmoratus,-122.31105,37.25076,278187185,Dearborn Creek P5,PRESENT,NA,1994,HUMAN_OBSERVATION,CLO
Brachyramphus marmoratus,-122.31105,37.25076,278186540,Dearborn Creek P5,PRESENT,NA,1994,HUMAN_OBSERVATION,CLO
Brachyramphus marmoratus,-122.31105,37.25076,278171732,Dearborn Creek P5,PRESENT,NA,1994,HUMAN_OBSERVATION,CLO
Brachyramphus marmoratus,-122.31105,37.25076,277991430,Dearborn Creek P5,PRESENT,NA,1993,HUMAN_OBSERVATION,CLO
Brachyramphus marmoratus,-122.31105,37.25076,273115434,Dearborn Creek P5,PRESENT,3,1993,HUMAN_OBSERVATION,CLO
Brachyramphus marmoratus,-122.31105,37.25076,272526498,Dearborn Creek P5,PRESENT,NA,1993,HUMAN_OBSERVATION,CLO
Brachyramphus marmoratus,-122.218544,37.252247,958160239,Portola Redwood SP,PRESENT,3,2013,HUMAN_OBSERVATION,CLO
Brachyramphus marmoratus,-122.218544,37.252247,957139004,Portola Redwood SP,PRESENT,13,2013,HUMAN_OBSERVATION,CLO
Brachyramphus marmoratus,-122.218544,37.252247,3275088365,Portola Redwood SP,PRESENT,5,2020,HUMAN_OBSERVATION,CLO
Brachyramphus marmoratus,-122.218544,37.252247,1343735096,Portola Redwood SP,PRESENT,2,2013,HUMAN_OBSERVATION,CLO
Brachyramphus marmoratus,-122.218544,37.252247,129904675,Portola Redwood SP,PRESENT,7,2007,HUMAN_OBSERVATION,CLO
Brachyramphus marmoratus,-122.217674,37.252323,976209116,Portola SP - Peters Creek Bridge MAMU Station,PRESENT,NA,2007,HUMAN_OBSERVATION,CLO
Brachyramphus marmoratus,-122.217674,37.252323,580984541,Portola SP - Peters Creek Bridge MAMU Station,PRESENT,1,2011,HUMAN_OBSERVATION,CLO
Brachyramphus marmoratus,-122.217674,37.252323,580974520,Portola SP - Peters Creek Bridge MAMU Station,PRESENT,4,2011,HUMAN_OBSERVATION,CLO
Brachyramphus marmoratus,-122.217674,37.252323,580947975,Portola SP - Peters Creek Bridge MAMU Station,PRESENT,7,2011,HUMAN_OBSERVATION,CLO
Brachyramphus marmoratus,-122.217674,37.252323,580088628,Portola SP - Peters Creek Bridge MAMU Station,PRESENT,2,2010,HUMAN_OBSERVATION,CLO
Brachyramphus marmoratus,-122.217674,37.252323,277565635,Portola SP - Peters Creek Bridge MAMU Station,PRESENT,7,2009,HUMAN_OBSERVATION,CLO
Brachyramphus marmoratus,-122.217674,37.252323,277517211,Portola SP - Peters Creek Bridge MAMU Station,PRESENT,4,2009,HUMAN_OBSERVATION,CLO
Brachyramphus marmoratus,-122.217674,37.252323,277283166,Portola SP - Peters Creek Bridge MAMU Station,PRESENT,2,2009,HUMAN_OBSERVATION,CLO
Brachyramphus marmoratus,-122.217674,37.252323,272133523,Portola SP - Peters Creek Bridge MAMU Station,PRESENT,5,2009,HUMAN_OBSERVATION,CLO
Brachyramphus marmoratus,-122.217674,37.252323,272102069,Portola SP - Peters Creek Bridge MAMU Station,PRESENT,7,2009,HUMAN_OBSERVATION,CLO
Brachyramphus marmoratus,-122.217674,37.252323,1404757743,Portola SP - Peters Creek Bridge MAMU Station,PRESENT,5,2001,HUMAN_OBSERVATION,CLO
Brachyramphus marmoratus,-122.217674,37.252323,1404757727,Portola SP - Peters Creek Bridge MAMU Station,PRESENT,4,2001,HUMAN_OBSERVATION,CLO
Brachyramphus marmoratus,-122.217674,37.252323,1404756436,Portola SP - Peters Creek Bridge MAMU Station,PRESENT,NA,2001,HUMAN_OBSERVATION,CLO
Brachyramphus marmoratus,-122.217674,37.252323,1404755218,Portola SP - Peters Creek Bridge MAMU Station,PRESENT,NA,2001,HUMAN_OBSERVATION,CLO
Brachyramphus marmoratus,-122.217674,37.252323,1404752444,Portola SP - Peters Creek Bridge MAMU Station,PRESENT,3,2001,HUMAN_OBSERVATION,CLO
Brachyramphus marmoratus,-122.217674,37.252323,1404751088,Portola SP - Peters Creek Bridge MAMU Station,PRESENT,NA,2001,HUMAN_OBSERVATION,CLO
Brachyramphus marmoratus,-122.217674,37.252323,1404740397,Portola SP - Peters Creek Bridge MAMU Station,PRESENT,8,2001,HUMAN_OBSERVATION,CLO
Brachyramphus marmoratus,-122.217674,37.252323,1404739111,Portola SP - Peters Creek Bridge MAMU Station,PRESENT,13,2001,HUMAN_OBSERVATION,CLO
Brachyramphus marmoratus,-122.217674,37.252323,1404737879,Portola SP - Peters Creek Bridge MAMU Station,PRESENT,7,2001,HUMAN_OBSERVATION,CLO
Brachyramphus marmoratus,-122.21625,37.252384,580942153,Portola SP - Owl SR 1,PRESENT,2,2011,HUMAN_OBSERVATION,CLO
Brachyramphus marmoratus,-122.21625,37.252384,580921483,Portola SP - Owl SR 1,PRESENT,3,2011,HUMAN_OBSERVATION,CLO
Brachyramphus marmoratus,-122.312805,37.251,579302667,Dearborn Creek P8,PRESENT,3,1994,HUMAN_OBSERVATION,CLO
Brachyramphus marmoratus,-122.312805,37.251,579302666,Dearborn Creek P8,PRESENT,NA,1994,HUMAN_OBSERVATION,CLO
Brachyramphus marmoratus,-122.312805,37.251,579302484,Dearborn Creek P8,PRESENT,2,1994,HUMAN_OBSERVATION,CLO
Brachyramphus marmoratus,-122.312805,37.251,579302222,Dearborn Creek P8,PRESENT,3,1994,HUMAN_OBSERVATION,CLO
Brachyramphus marmoratus,-122.312805,37.251,579301992,Dearborn Creek P8,PRESENT,2,1994,HUMAN_OBSERVATION,CLO
Brachyramphus marmoratus,-122.312805,37.251,278204526,Dearborn Creek P8,PRESENT,NA,1994,HUMAN_OBSERVATION,CLO
Brachyramphus marmoratus,-122.312805,37.251,278152875,Dearborn Creek P8,PRESENT,NA,1994,HUMAN_OBSERVATION,CLO
Brachyramphus marmoratus,-122.312805,37.251,278120509,Dearborn Creek P8,PRESENT,NA,1994,HUMAN_OBSERVATION,CLO
Brachyramphus marmoratus,-122.21849,37.252525,957755068,Portola State Park Road 0.0 (from park HQ),PRESENT,2,2013,HUMAN_OBSERVATION,CLO
Brachyramphus marmoratus,-122.21849,37.252525,580971734,Portola State Park Road 0.0 (from park HQ),PRESENT,3,2011,HUMAN_OBSERVATION,CLO
Brachyramphus marmoratus,-122.21849,37.252525,580912001,Portola State Park Road 0.0 (from park HQ),PRESENT,6,2011,HUMAN_OBSERVATION,CLO
Brachyramphus marmoratus,-122.21849,37.252525,580904288,Portola State Park Road 0.0 (from park HQ),PRESENT,6,2011,HUMAN_OBSERVATION,CLO
Brachyramphus marmoratus,-122.21849,37.252525,580063966,Portola State Park Road 0.0 (from park HQ),PRESENT,2,2010,HUMAN_OBSERVATION,CLO
Brachyramphus marmoratus,-122.222984,37.252518,278080498,Portola SP - Iverson MAMU Station,PRESENT,12,2009,HUMAN_OBSERVATION,CLO
Brachyramphus marmoratus,-122.222984,37.252518,272095705,Portola SP - Iverson MAMU Station,PRESENT,8,2009,HUMAN_OBSERVATION,CLO
Brachyramphus marmoratus,-122.21464,37.252712,272075592,Portola SP - Old Tree Trail,PRESENT,2,2009,HUMAN_OBSERVATION,CLO
Brachyramphus marmoratus,-122.22242,37.25282,580964152,Portola SP - Owl PT 2,PRESENT,3,2011,HUMAN_OBSERVATION,CLO
Brachyramphus marmoratus,-122.22242,37.25282,580964151,Portola SP - Owl PT 2,PRESENT,3,2011,HUMAN_OBSERVATION,CLO
Brachyramphus marmoratus,-122.22242,37.25282,580938502,Portola SP - Owl PT 2,PRESENT,1,2011,HUMAN_OBSERVATION,CLO
Brachyramphus marmoratus,-122.22242,37.25282,580079589,Portola SP - Owl PT 2,PRESENT,6,2010,HUMAN_OBSERVATION,CLO
Brachyramphus marmoratus,-122.308815,37.25175,579304271,Dearborn Creek P9,PRESENT,3,1994,HUMAN_OBSERVATION,CLO
Brachyramphus marmoratus,-122.308815,37.25175,579302963,Dearborn Creek P9,PRESENT,3,1994,HUMAN_OBSERVATION,CLO
Brachyramphus marmoratus,-122.308815,37.25175,579302961,Dearborn Creek P9,PRESENT,13,1994,HUMAN_OBSERVATION,CLO
Brachyramphus marmoratus,-122.308815,37.25175,579302677,Dearborn Creek P9,PRESENT,2,1994,HUMAN_OBSERVATION,CLO
Brachyramphus marmoratus,-122.308815,37.25175,579302302,Dearborn Creek P9,PRESENT,3,1994,HUMAN_OBSERVATION,CLO
Brachyramphus marmoratus,-122.308815,37.25175,579302007,Dearborn Creek P9,PRESENT,NA,1994,HUMAN_OBSERVATION,CLO
Brachyramphus marmoratus,-122.308815,37.25175,278187028,Dearborn Creek P9,PRESENT,NA,1994,HUMAN_OBSERVATION,CLO
Brachyramphus marmoratus,-122.308815,37.25175,278181657,Dearborn Creek P9,PRESENT,NA,1994,HUMAN_OBSERVATION,CLO
Brachyramphus marmoratus,-122.308815,37.25175,278168000,Dearborn Creek P9,PRESENT,NA,1994,HUMAN_OBSERVATION,CLO
Brachyramphus marmoratus,-122.308815,37.25175,278158057,Dearborn Creek P9,PRESENT,NA,1994,HUMAN_OBSERVATION,CLO
Brachyramphus marmoratus,-122.308815,37.25175,278129784,Dearborn Creek P9,PRESENT,NA,1994,HUMAN_OBSERVATION,CLO
Brachyramphus marmoratus,-122.311905,37.251884,278254687,Dearborn Creek P3,PRESENT,NA,1993,HUMAN_OBSERVATION,CLO
Brachyramphus marmoratus,-122.311905,37.251884,278240442,Dearborn Creek P3,PRESENT,2,1993,HUMAN_OBSERVATION,CLO
Brachyramphus marmoratus,-122.311905,37.251884,278198722,Dearborn Creek P3,PRESENT,3,1993,HUMAN_OBSERVATION,CLO
Brachyramphus marmoratus,-122.311905,37.251884,278184990,Dearborn Creek P3,PRESENT,NA,1993,HUMAN_OBSERVATION,CLO
Brachyramphus marmoratus,-122.311905,37.251884,278175296,Dearborn Creek P3,PRESENT,NA,1993,HUMAN_OBSERVATION,CLO
Brachyramphus marmoratus,-122.311905,37.251884,278131558,Dearborn Creek P3,PRESENT,2,1993,HUMAN_OBSERVATION,CLO
Brachyramphus marmoratus,-122.311905,37.251884,278031620,Dearborn Creek P3,PRESENT,3,1993,HUMAN_OBSERVATION,CLO
Brachyramphus marmoratus,-122.311905,37.251884,273119001,Dearborn Creek P3,PRESENT,NA,1993,HUMAN_OBSERVATION,CLO
Brachyramphus marmoratus,-122.311905,37.251884,273119000,Dearborn Creek P3,PRESENT,NA,1993,HUMAN_OBSERVATION,CLO
Brachyramphus marmoratus,-122.311905,37.251884,273098773,Dearborn Creek P3,PRESENT,NA,1993,HUMAN_OBSERVATION,CLO
Brachyramphus marmoratus,-122.311905,37.251884,273093385,Dearborn Creek P3,PRESENT,NA,1993,HUMAN_OBSERVATION,CLO
Brachyramphus marmoratus,-122.311905,37.251884,272139645,Dearborn Creek P3,PRESENT,NA,1993,HUMAN_OBSERVATION,CLO
Brachyramphus marmoratus,-122.311905,37.251884,272139631,Dearborn Creek P3,PRESENT,NA,1993,HUMAN_OBSERVATION,CLO
Brachyramphus marmoratus,-122.30968,37.251953,278250228,Dearborn Creek P4,PRESENT,NA,1993,HUMAN_OBSERVATION,CLO
Brachyramphus marmoratus,-122.30968,37.251953,278231848,Dearborn Creek P4,PRESENT,NA,1993,HUMAN_OBSERVATION,CLO
Brachyramphus marmoratus,-122.30968,37.251953,278217463,Dearborn Creek P4,PRESENT,NA,1993,HUMAN_OBSERVATION,CLO
Brachyramphus marmoratus,-122.30968,37.251953,278174631,Dearborn Creek P4,PRESENT,3,1993,HUMAN_OBSERVATION,CLO
Brachyramphus marmoratus,-122.30968,37.251953,278164713,Dearborn Creek P4,PRESENT,1,1993,HUMAN_OBSERVATION,CLO
Brachyramphus marmoratus,-122.30968,37.251953,273119190,Dearborn Creek P4,PRESENT,5,1993,HUMAN_OBSERVATION,CLO
Brachyramphus marmoratus,-122.30968,37.251953,273119189,Dearborn Creek P4,PRESENT,NA,1993,HUMAN_OBSERVATION,CLO
Brachyramphus marmoratus,-122.30968,37.251953,273115427,Dearborn Creek P4,PRESENT,1,1993,HUMAN_OBSERVATION,CLO
Brachyramphus marmoratus,-122.30968,37.251953,273115424,Dearborn Creek P4,PRESENT,NA,1993,HUMAN_OBSERVATION,CLO
Brachyramphus marmoratus,-122.30968,37.251953,273115254,Dearborn Creek P4,PRESENT,5,1993,HUMAN_OBSERVATION,CLO
Brachyramphus marmoratus,-122.30968,37.251953,273115238,Dearborn Creek P4,PRESENT,NA,1993,HUMAN_OBSERVATION,CLO
Brachyramphus marmoratus,-122.30968,37.251953,273097306,Dearborn Creek P4,PRESENT,NA,1993,HUMAN_OBSERVATION,CLO
Brachyramphus marmoratus,-122.30968,37.251953,272531651,Dearborn Creek P4,PRESENT,3,1993,HUMAN_OBSERVATION,CLO
Brachyramphus marmoratus,-122.30968,37.251953,272139657,Dearborn Creek P4,PRESENT,2,1993,HUMAN_OBSERVATION,CLO
Brachyramphus marmoratus,-122.21744,37.2534,580963108,Portola SP - Campground Site 2,PRESENT,5,2011,HUMAN_OBSERVATION,CLO
Brachyramphus marmoratus,-122.21744,37.2534,580961914,Portola SP - Campground Site 2,PRESENT,3,2011,HUMAN_OBSERVATION,CLO
Brachyramphus marmoratus,-122.21744,37.2534,580958469,Portola SP - Campground Site 2,PRESENT,8,2011,HUMAN_OBSERVATION,CLO
Brachyramphus marmoratus,-122.21744,37.2534,580940253,Portola SP - Campground Site 2,PRESENT,7,2011,HUMAN_OBSERVATION,CLO
Brachyramphus marmoratus,-122.21744,37.2534,580925953,Portola SP - Campground Site 2,PRESENT,2,2011,HUMAN_OBSERVATION,CLO
Brachyramphus marmoratus,-122.21744,37.2534,580910224,Portola SP - Campground Site 2,PRESENT,9,2011,HUMAN_OBSERVATION,CLO
Brachyramphus marmoratus,-122.2168,37.253628,957729340,Portola SP - Owl CG Site 6,PRESENT,3,2013,HUMAN_OBSERVATION,CLO
Brachyramphus marmoratus,-122.3071,37.25233,579315913,Dearborn Creek P6,PRESENT,NA,1995,HUMAN_OBSERVATION,CLO
Brachyramphus marmoratus,-122.3071,37.25233,579314466,Dearborn Creek P6,PRESENT,NA,1995,HUMAN_OBSERVATION,CLO
Brachyramphus marmoratus,-122.3071,37.25233,579312418,Dearborn Creek P6,PRESENT,NA,1995,HUMAN_OBSERVATION,CLO
Brachyramphus marmoratus,-122.3071,37.25233,579311727,Dearborn Creek P6,PRESENT,2,1995,HUMAN_OBSERVATION,CLO
Brachyramphus marmoratus,-122.3071,37.25233,579310693,Dearborn Creek P6,PRESENT,3,1995,HUMAN_OBSERVATION,CLO
Brachyramphus marmoratus,-122.3071,37.25233,579310522,Dearborn Creek P6,PRESENT,NA,1995,HUMAN_OBSERVATION,CLO
Brachyramphus marmoratus,-122.3071,37.25233,579304263,Dearborn Creek P6,PRESENT,NA,1994,HUMAN_OBSERVATION,CLO
Brachyramphus marmoratus,-122.3071,37.25233,579302866,Dearborn Creek P6,PRESENT,1,1994,HUMAN_OBSERVATION,CLO
Brachyramphus marmoratus,-122.3071,37.25233,579302630,Dearborn Creek P6,PRESENT,2,1994,HUMAN_OBSERVATION,CLO
Brachyramphus marmoratus,-122.3071,37.25233,278254275,Dearborn Creek P6,PRESENT,NA,1993,HUMAN_OBSERVATION,CLO
Brachyramphus marmoratus,-122.3071,37.25233,278226805,Dearborn Creek P6,PRESENT,NA,1993,HUMAN_OBSERVATION,CLO
Brachyramphus marmoratus,-122.3071,37.25233,278187167,Dearborn Creek P6,PRESENT,NA,1994,HUMAN_OBSERVATION,CLO
Brachyramphus marmoratus,-122.3071,37.25233,278181990,Dearborn Creek P6,PRESENT,NA,1994,HUMAN_OBSERVATION,CLO
Brachyramphus marmoratus,-122.3071,37.25233,278177296,Dearborn Creek P6,PRESENT,NA,1994,HUMAN_OBSERVATION,CLO
Brachyramphus marmoratus,-122.3071,37.25233,278172366,Dearborn Creek P6,PRESENT,NA,1994,HUMAN_OBSERVATION,CLO
Brachyramphus marmoratus,-122.3071,37.25233,278152882,Dearborn Creek P6,PRESENT,NA,1994,HUMAN_OBSERVATION,CLO
Brachyramphus marmoratus,-122.3071,37.25233,278039079,Dearborn Creek P6,PRESENT,2,1993,HUMAN_OBSERVATION,CLO
Brachyramphus marmoratus,-122.3071,37.25233,278039077,Dearborn Creek P6,PRESENT,2,1993,HUMAN_OBSERVATION,CLO
Brachyramphus marmoratus,-122.3071,37.25233,273115436,Dearborn Creek P6,PRESENT,NA,1993,HUMAN_OBSERVATION,CLO
Brachyramphus marmoratus,-122.3071,37.25233,273107200,Dearborn Creek P6,PRESENT,2,1993,HUMAN_OBSERVATION,CLO
Brachyramphus marmoratus,-122.3071,37.25233,273102986,Dearborn Creek P6,PRESENT,NA,1993,HUMAN_OBSERVATION,CLO
Brachyramphus marmoratus,-122.3071,37.25233,273102504,Dearborn Creek P6,PRESENT,NA,1993,HUMAN_OBSERVATION,CLO
Brachyramphus marmoratus,-122.3071,37.25233,272526519,Dearborn Creek P6,PRESENT,NA,1993,HUMAN_OBSERVATION,CLO
Brachyramphus marmoratus,-122.3071,37.25233,272142124,Dearborn Creek P6,PRESENT,1,1993,HUMAN_OBSERVATION,CLO
Brachyramphus marmoratus,-122.21901,37.253986,580967615,Portola SP - Owl PT 1,PRESENT,5,2011,HUMAN_OBSERVATION,CLO
Brachyramphus marmoratus,-122.21901,37.253986,580942154,Portola SP - Owl PT 1,PRESENT,2,2011,HUMAN_OBSERVATION,CLO
Brachyramphus marmoratus,-122.21901,37.253986,580071445,Portola SP - Owl PT 1,PRESENT,6,2010,HUMAN_OBSERVATION,CLO
Brachyramphus marmoratus,-122.21643,37.254066,3689032550,Portola Redwoods SP--Portola Campground,PRESENT,1,2021,HUMAN_OBSERVATION,CLO
Brachyramphus marmoratus,-122.30607,37.25298,278158072,Dearborn Creek P11,PRESENT,NA,1994,HUMAN_OBSERVATION,CLO
Brachyramphus marmoratus,-122.307785,37.253323,579302734,Dearborn Creek P10,PRESENT,2,1994,HUMAN_OBSERVATION,CLO
Brachyramphus marmoratus,-122.307785,37.253323,278187031,Dearborn Creek P10,PRESENT,NA,1994,HUMAN_OBSERVATION,CLO
Brachyramphus marmoratus,-122.307785,37.253323,278187029,Dearborn Creek P10,PRESENT,NA,1994,HUMAN_OBSERVATION,CLO
Brachyramphus marmoratus,-122.307785,37.253323,278172125,Dearborn Creek P10,PRESENT,NA,1994,HUMAN_OBSERVATION,CLO
Brachyramphus marmoratus,-122.307785,37.253323,278172124,Dearborn Creek P10,PRESENT,NA,1994,HUMAN_OBSERVATION,CLO
Brachyramphus marmoratus,-122.22456,37.254593,580955626,Pescadero Creek CP - Owl PT 3,PRESENT,1,2011,HUMAN_OBSERVATION,CLO
Brachyramphus marmoratus,-122.22456,37.254593,580075492,Pescadero Creek CP - Owl PT 3,PRESENT,3,2010,HUMAN_OBSERVATION,CLO
Brachyramphus marmoratus,-122.21584,37.25505,580916978,Portola SP - Main Campground,PRESENT,1,2011,HUMAN_OBSERVATION,CLO
Brachyramphus marmoratus,-122.21584,37.25505,580907903,Portola SP - Main Campground,PRESENT,1,2011,HUMAN_OBSERVATION,CLO
Brachyramphus marmoratus,-122.21584,37.25505,580064093,Portola SP - Main Campground,PRESENT,1,2010,HUMAN_OBSERVATION,CLO
Brachyramphus marmoratus,-122.30627,37.253696,579302431,Dearborn Creek P7.5,PRESENT,NA,1994,HUMAN_OBSERVATION,CLO
Brachyramphus marmoratus,-122.30627,37.253696,278148683,Dearborn Creek P7.5,PRESENT,NA,1994,HUMAN_OBSERVATION,CLO
Brachyramphus marmoratus,-122.306755,37.254173,579304264,Dearborn Creek P7,PRESENT,2,1994,HUMAN_OBSERVATION,CLO
Brachyramphus marmoratus,-122.306755,37.254173,579302751,Dearborn Creek P7,PRESENT,3,1994,HUMAN_OBSERVATION,CLO
Brachyramphus marmoratus,-122.306755,37.254173,579302741,Dearborn Creek P7,PRESENT,3,1994,HUMAN_OBSERVATION,CLO
Brachyramphus marmoratus,-122.306755,37.254173,278236127,Dearborn Creek P7,PRESENT,NA,1993,HUMAN_OBSERVATION,CLO
Brachyramphus marmoratus,-122.306755,37.254173,278187015,Dearborn Creek P7,PRESENT,NA,1994,HUMAN_OBSERVATION,CLO
Brachyramphus marmoratus,-122.306755,37.254173,278184215,Dearborn Creek P7,PRESENT,NA,1993,HUMAN_OBSERVATION,CLO
Brachyramphus marmoratus,-122.306755,37.254173,278174267,Dearborn Creek P7,PRESENT,3,1993,HUMAN_OBSERVATION,CLO
Brachyramphus marmoratus,-122.306755,37.254173,278172122,Dearborn Creek P7,PRESENT,NA,1994,HUMAN_OBSERVATION,CLO
Brachyramphus marmoratus,-122.306755,37.254173,278155605,Dearborn Creek P7,PRESENT,NA,1993,HUMAN_OBSERVATION,CLO
Brachyramphus marmoratus,-122.306755,37.254173,278129783,Dearborn Creek P7,PRESENT,NA,1994,HUMAN_OBSERVATION,CLO
Brachyramphus marmoratus,-122.306755,37.254173,278120493,Dearborn Creek P7,PRESENT,NA,1994,HUMAN_OBSERVATION,CLO
Brachyramphus marmoratus,-122.306755,37.254173,278120491,Dearborn Creek P7,PRESENT,NA,1994,HUMAN_OBSERVATION,CLO
Brachyramphus marmoratus,-122.306755,37.254173,278039080,Dearborn Creek P7,PRESENT,NA,1993,HUMAN_OBSERVATION,CLO
Brachyramphus marmoratus,-122.306755,37.254173,277983283,Dearborn Creek P7,PRESENT,NA,1993,HUMAN_OBSERVATION,CLO
Brachyramphus marmoratus,-122.306755,37.254173,273115438,Dearborn Creek P7,PRESENT,2,1993,HUMAN_OBSERVATION,CLO
Brachyramphus marmoratus,-122.306755,37.254173,273114151,Dearborn Creek P7,PRESENT,2,1993,HUMAN_OBSERVATION,CLO
Brachyramphus marmoratus,-122.306755,37.254173,273102506,Dearborn Creek P7,PRESENT,NA,1993,HUMAN_OBSERVATION,CLO
Brachyramphus marmoratus,-122.306755,37.254173,272536408,Dearborn Creek P7,PRESENT,NA,1993,HUMAN_OBSERVATION,CLO
Brachyramphus marmoratus,-122.306755,37.254173,272181235,Dearborn Creek P7,PRESENT,2,1993,HUMAN_OBSERVATION,CLO
Brachyramphus marmoratus,-122.306755,37.254173,272144862,Dearborn Creek P7,PRESENT,NA,1993,HUMAN_OBSERVATION,CLO
Brachyramphus marmoratus,-122.2186,37.255566,957755368,Portola State Park Road 0.2 (from park HQ),PRESENT,4,2013,HUMAN_OBSERVATION,CLO
Brachyramphus marmoratus,-122.2186,37.255566,580946829,Portola State Park Road 0.2 (from park HQ),PRESENT,2,2011,HUMAN_OBSERVATION,CLO
Brachyramphus marmoratus,-122.2186,37.255566,580905335,Portola State Park Road 0.2 (from park HQ),PRESENT,5,2011,HUMAN_OBSERVATION,CLO
Brachyramphus marmoratus,-122.21844,37.255814,1343701278,"Portola Redwds St Pk, San Mateo, CA",PRESENT,10,2013,HUMAN_OBSERVATION,CLO
Brachyramphus marmoratus,-122.21607,37.25608,957755560,Portola SP - Campground Site 21,PRESENT,3,2013,HUMAN_OBSERVATION,CLO
Brachyramphus marmoratus,-122.21607,37.25608,957746189,Portola SP - Campground Site 21,PRESENT,1,2013,HUMAN_OBSERVATION,CLO
Brachyramphus marmoratus,-122.21607,37.25608,821996052,Portola SP - Campground Site 21,PRESENT,7,2012,HUMAN_OBSERVATION,CLO
Brachyramphus marmoratus,-122.21607,37.25608,580947307,Portola SP - Campground Site 21,PRESENT,2,2011,HUMAN_OBSERVATION,CLO
Brachyramphus marmoratus,-122.21607,37.25608,580931678,Portola SP - Campground Site 21,PRESENT,2,2011,HUMAN_OBSERVATION,CLO
Brachyramphus marmoratus,-122.21607,37.25608,580929392,Portola SP - Campground Site 21,PRESENT,2,2011,HUMAN_OBSERVATION,CLO
Brachyramphus marmoratus,-122.21607,37.25608,580917732,Portola SP - Campground Site 21,PRESENT,1,2011,HUMAN_OBSERVATION,CLO
Brachyramphus marmoratus,-122.30657,37.25479,278182238,Dearborn Creek P7.1,PRESENT,NA,1994,HUMAN_OBSERVATION,CLO
